Geography,North American Industry Classification System (NAICS),REF-Date,GDP
Newfoundland and Labrador,All industries  [T001] 5,2013,"30,873.00"
,,2014,"30,563.20"
,,2015,"30,194.20"
,,2016,"30,602.90"
,,2017,"31,002.70"
,,2018,"30,178.90"
,,2019,"31,359.10"
,,2020,"29,914.20"
,,2021,"30,230.70"
,,2022,"29,902.10"
,,2023,"28,949.30"
,"Agriculture, forestry, fishing and hunting  [11]",2013,902.3
,,2014,765.6
,,2015,783.6
,,2016,683.5
,,2017,596.9
,,2018,556.4
,,2019,508.1
,,2020,460.4
,,2021,550.2
,,2022,619.8
,,2023,605.6
,"Mining, quarrying, and oil and gas extraction  [21]",2013,"6,777.80"
,,2014,"6,385.30"
,,2015,"5,827.70"
,,2016,"6,658.00"
,,2017,"7,311.50"
,,2018,"7,147.40"
,,2019,"8,162.20"
,,2020,"8,473.60"
,,2021,"8,113.10"
,,2022,"7,404.20"
,,2023,"6,435.10"
,Utilities  [22],2013,710.3
,,2014,552.7
,,2015,620.4
,,2016,570.4
,,2017,580.3
,,2018,598.3
,,2019,634.8
,,2020,620.6
,,2021,651.8
,,2022,682.5
,,2023,755.7
,Construction  [23],2013,"3,907.60"
,,2014,"4,299.10"
,,2015,"4,195.40"
,,2016,"4,004.50"
,,2017,"3,828.00"
,,2018,"2,831.90"
,,2019,"2,816.20"
,,2020,"2,461.60"
,,2021,"2,248.30"
,,2022,"2,221.90"
,,2023,"2,279.60"
,Manufacturing  [31-33],2013,"1,180.70"
,,2014,"1,166.50"
,,2015,"1,402.10"
,,2016,"1,288.20"
,,2017,"1,285.10"
,,2018,"1,334.80"
,,2019,"1,300.40"
,,2020,992.6
,,2021,"1,139.00"
,,2022,968.1
,,2023,916.2
,Wholesale trade  [41],2013,775.9
,,2014,753.2
,,2015,731.1
,,2016,702.9
,,2017,687.8
,,2018,676.3
,,2019,687.5
,,2020,664.6
,,2021,679.2
,,2022,693.2
,,2023,696.7
,Retail trade  [44-45],2013,"1,686.90"
,,2014,"1,676.20"
,,2015,"1,639.30"
,,2016,"1,638.60"
,,2017,"1,629.50"
,,2018,"1,620.50"
,,2019,"1,646.10"
,,2020,"1,591.10"
,,2021,"1,658.80"
,,2022,"1,680.70"
,,2023,"1,722.20"
,Transportation and warehousing  [48-49],2013,808.2
,,2014,882.1
,,2015,944.2
,,2016,973
,,2017,"1,007.30"
,,2018,994.8
,,2019,"1,001.00"
,,2020,794.1
,,2021,758.4
,,2022,945.5
,,2023,967.5
,Information and cultural industries  [51],2013,699.2
,,2014,681.9
,,2015,703.2
,,2016,725.2
,,2017,706.9
,,2018,740.6
,,2019,768.3
,,2020,705.8
,,2021,725.2
,,2022,758.7
,,2023,746
,Finance and insurance  [52],2013,943.2
,,2014,942.7
,,2015,961
,,2016,978.1
,,2017,979.3
,,2018,972.1
,,2019,932.1
,,2020,946.8
,,2021,"1,005.40"
,,2022,967.2
,,2023,977.9
,Real estate and rental and leasing  [53],2013,"2,744.40"
,,2014,"2,848.30"
,,2015,"2,891.50"
,,2016,"2,932.00"
,,2017,"2,967.40"
,,2018,"3,019.90"
,,2019,"3,015.70"
,,2020,"2,977.80"
,,2021,"3,013.90"
,,2022,"3,090.20"
,,2023,"3,107.50"
,"Professional, scientific and technical services  [54]",2013,897.5
,,2014,965.8
,,2015,997.8
,,2016,986.8
,,2017,"1,009.50"
,,2018,"1,085.90"
,,2019,"1,154.50"
,,2020,"1,085.10"
,,2021,"1,113.90"
,,2022,"1,116.00"
,,2023,"1,216.00"
,Management of companies and enterprises  [55],2013,122.7
,,2014,110.1
,,2015,108.6
,,2016,90.1
,,2017,84.1
,,2018,66.2
,,2019,51.9
,,2020,37.6
,,2021,24.8
,,2022,17.2
,,2023,12
,"Administrative and support, waste management and remediation services  [56]",2013,405.4
,,2014,420.8
,,2015,410.3
,,2016,441
,,2017,436.3
,,2018,424.7
,,2019,432.5
,,2020,361.8
,,2021,366
,,2022,464.1
,,2023,491.1
,Educational services  [61],2013,"1,776.80"
,,2014,"1,746.30"
,,2015,"1,731.00"
,,2016,"1,756.20"
,,2017,"1,741.80"
,,2018,"1,799.30"
,,2019,"1,768.80"
,,2020,"1,686.80"
,,2021,"1,740.70"
,,2022,"1,729.00"
,,2023,"1,734.00"
,Health care and social assistance  [62],2013,"2,585.90"
,,2014,"2,590.60"
,,2015,"2,604.50"
,,2016,"2,624.70"
,,2017,"2,617.50"
,,2018,"2,683.40"
,,2019,"2,701.20"
,,2020,"2,688.00"
,,2021,"2,827.80"
,,2022,"3,026.50"
,,2023,"3,096.90"
,"Arts, entertainment and recreation  [71]",2013,78.7
,,2014,78.3
,,2015,79.2
,,2016,92.3
,,2017,99.4
,,2018,93.6
,,2019,91.9
,,2020,62
,,2021,66.5
,,2022,76.9
,,2023,83.9
,Accommodation and food services  [72],2013,547.7
,,2014,585.5
,,2015,594.2
,,2016,593.9
,,2017,594.2
,,2018,581.2
,,2019,604.5
,,2020,393.8
,,2021,476.2
,,2022,590.1
,,2023,620.7
,Other services (except public administration)  [81],2013,526.1
,,2014,527.1
,,2015,527.6
,,2016,507.7
,,2017,518.2
,,2018,525.9
,,2019,514.1
,,2020,439.7
,,2021,479.1
,,2022,501.7
,,2023,524.3
,Public administration  [91],2013,"2,334.80"
,,2014,"2,294.70"
,,2015,"2,311.40"
,,2016,"2,304.80"
,,2017,"2,321.80"
,,2018,"2,421.70"
,,2019,"2,448.70"
,,2020,"2,366.00"
,,2021,"2,545.40"
,,2022,"2,585.00"
,,2023,"2,563.60"
Prince Edward Island,All industries  [T001] 5,2013,"5,668.80"
,,2014,"5,673.60"
,,2015,"5,761.70"
,,2016,"5,886.10"
,,2017,"6,156.60"
,,2018,"6,270.00"
,,2019,"6,562.20"
,,2020,"6,378.80"
,,2021,"6,876.80"
,,2022,"7,223.70"
,,2023,"7,433.00"
,"Agriculture, forestry, fishing and hunting  [11]",2013,437.6
,,2014,414.4
,,2015,415.1
,,2016,427.3
,,2017,441.9
,,2018,431.4
,,2019,494.6
,,2020,414.9
,,2021,534.8
,,2022,546.9
,,2023,520.8
,"Mining, quarrying, and oil and gas extraction  [21]",2013,2.8
,,2014,3.2
,,2015,2.8
,,2016,5.1
,,2017,5.4
,,2018,3.8
,,2019,3.4
,,2020,3.2
,,2021,3.3
,,2022,2.1
,,2023,2.2
,Utilities  [22],2013,82.9
,,2014,83.2
,,2015,82.1
,,2016,85
,,2017,95.2
,,2018,98.3
,,2019,101.2
,,2020,98.5
,,2021,101.4
,,2022,106.2
,,2023,112
,Construction  [23],2013,346.9
,,2014,308
,,2015,292
,,2016,318.3
,,2017,393.2
,,2018,408.5
,,2019,469.5
,,2020,487.9
,,2021,591.9
,,2022,591.6
,,2023,518.7
,Manufacturing  [31-33],2013,459.7
,,2014,498.8
,,2015,580.2
,,2016,626.5
,,2017,690.9
,,2018,700.4
,,2019,725.7
,,2020,741.5
,,2021,706.2
,,2022,784.6
,,2023,853.3
,Wholesale trade  [41],2013,134
,,2014,134.9
,,2015,121.4
,,2016,120.6
,,2017,122.8
,,2018,126.7
,,2019,138.1
,,2020,139.6
,,2021,148
,,2022,149.6
,,2023,137.5
,Retail trade  [44-45],2013,399.5
,,2014,396.4
,,2015,395.4
,,2016,409.2
,,2017,404.5
,,2018,419.6
,,2019,434.7
,,2020,427.3
,,2021,468.5
,,2022,473.1
,,2023,490.7
,Transportation and warehousing  [48-49],2013,180.5
,,2014,184.9
,,2015,196.9
,,2016,210
,,2017,221.9
,,2018,215.1
,,2019,210
,,2020,160.9
,,2021,164.2
,,2022,187.1
,,2023,188.3
,Information and cultural industries  [51],2013,163.1
,,2014,170.8
,,2015,180.2
,,2016,175.3
,,2017,173
,,2018,157.2
,,2019,162.1
,,2020,163.2
,,2021,167.5
,,2022,178.4
,,2023,191.9
,Finance and insurance  [52],2013,292
,,2014,292.8
,,2015,300.4
,,2016,303.1
,,2017,323.8
,,2018,324.3
,,2019,321.8
,,2020,329.5
,,2021,330.8
,,2022,329
,,2023,334.5
,Real estate and rental and leasing  [53],2013,716.6
,,2014,723.8
,,2015,736.6
,,2016,747.8
,,2017,774.1
,,2018,804.5
,,2019,835.4
,,2020,874.4
,,2021,916.4
,,2022,977.6
,,2023,"1,015.60"
,"Professional, scientific and technical services  [54]",2013,151
,,2014,150.3
,,2015,170.5
,,2016,182.6
,,2017,198.1
,,2018,207.1
,,2019,220.5
,,2020,222.8
,,2021,242.7
,,2022,263.7
,,2023,293.6
,Management of companies and enterprises  [55],2013,37.6
,,2014,34.4
,,2015,30.7
,,2016,25.2
,,2017,21
,,2018,17.3
,,2019,14.4
,,2020,9.5
,,2021,6.1
,,2022,4.5
,,2023,3.2
,"Administrative and support, waste management and remediation services  [56]",2013,161.3
,,2014,160.2
,,2015,149.6
,,2016,121.5
,,2017,120.8
,,2018,123.5
,,2019,119.1
,,2020,106.8
,,2021,121.9
,,2022,118
,,2023,119.3
,Educational services  [61],2013,420.2
,,2014,418
,,2015,412.8
,,2016,411.2
,,2017,420
,,2018,429.3
,,2019,432.5
,,2020,423
,,2021,451.6
,,2022,453.1
,,2023,485.5
,Health care and social assistance  [62],2013,595.8
,,2014,611.4
,,2015,618.2
,,2016,628.4
,,2017,636.8
,,2018,651.7
,,2019,681.7
,,2020,668.1
,,2021,719.5
,,2022,737.6
,,2023,766.5
,"Arts, entertainment and recreation  [71]",2013,59
,,2014,59.6
,,2015,53
,,2016,52.1
,,2017,51.7
,,2018,56
,,2019,59.6
,,2020,46.3
,,2021,50.6
,,2022,71.2
,,2023,76
,Accommodation and food services  [72],2013,168.1
,,2014,174.1
,,2015,176
,,2016,184.4
,,2017,188.4
,,2018,193.6
,,2019,213.3
,,2020,146
,,2021,200.7
,,2022,251.7
,,2023,259.3
,Other services (except public administration)  [81],2013,125.5
,,2014,129.8
,,2015,125.5
,,2016,123.7
,,2017,130.3
,,2018,133
,,2019,136.1
,,2020,123.1
,,2021,137.1
,,2022,144.6
,,2023,155.7
,Public administration  [91],2013,740.6
,,2014,727.8
,,2015,724.4
,,2016,730.2
,,2017,742.7
,,2018,768.2
,,2019,792.3
,,2020,787.4
,,2021,837.8
,,2022,870.9
,,2023,919.8
Nova Scotia,All industries  [T001] 5,2013,"37,296.70"
,,2014,"37,695.70"
,,2015,"38,016.70"
,,2016,"38,593.30"
,,2017,"39,329.20"
,,2018,"40,065.50"
,,2019,"41,449.70"
,,2020,"39,612.10"
,,2021,"42,167.10"
,,2022,"44,279.30"
,,2023,"45,333.50"
,"Agriculture, forestry, fishing and hunting  [11]",2013,"1,459.10"
,,2014,"1,489.10"
,,2015,"1,467.20"
,,2016,"1,403.40"
,,2017,"1,340.60"
,,2018,"1,269.70"
,,2019,"1,358.50"
,,2020,"1,176.50"
,,2021,"1,229.40"
,,2022,"1,218.40"
,,2023,"1,189.50"
,"Mining, quarrying, and oil and gas extraction  [21]",2013,327
,,2014,463.4
,,2015,264.2
,,2016,249.6
,,2017,255.2
,,2018,310.7
,,2019,296.1
,,2020,284.2
,,2021,218.6
,,2022,249.4
,,2023,238.4
,Utilities  [22],2013,783.3
,,2014,809.9
,,2015,802
,,2016,838.2
,,2017,842.3
,,2018,865
,,2019,872.8
,,2020,857.9
,,2021,878.9
,,2022,884.1
,,2023,876.7
,Construction  [23],2013,"2,245.00"
,,2014,"2,110.20"
,,2015,"2,101.30"
,,2016,"2,264.20"
,,2017,"2,483.70"
,,2018,"2,230.40"
,,2019,"2,508.20"
,,2020,"2,413.00"
,,2021,"2,775.60"
,,2022,"3,137.20"
,,2023,"3,049.70"
,Manufacturing  [31-33],2013,"2,688.10"
,,2014,"2,730.20"
,,2015,"2,774.60"
,,2016,"2,762.10"
,,2017,"2,794.20"
,,2018,"2,893.60"
,,2019,"3,090.30"
,,2020,"2,920.10"
,,2021,"3,252.10"
,,2022,"3,162.30"
,,2023,"3,137.00"
,Wholesale trade  [41],2013,"1,249.00"
,,2014,"1,305.10"
,,2015,"1,318.20"
,,2016,"1,275.90"
,,2017,"1,225.10"
,,2018,"1,243.50"
,,2019,"1,298.30"
,,2020,"1,289.90"
,,2021,"1,353.70"
,,2022,"1,393.90"
,,2023,"1,381.60"
,Retail trade  [44-45],2013,"2,398.80"
,,2014,"2,390.80"
,,2015,"2,487.50"
,,2016,"2,579.20"
,,2017,"2,628.70"
,,2018,"2,668.40"
,,2019,"2,772.30"
,,2020,"2,658.40"
,,2021,"2,885.90"
,,2022,"3,015.50"
,,2023,"3,170.40"
,Transportation and warehousing  [48-49],2013,"1,239.80"
,,2014,"1,252.30"
,,2015,"1,260.20"
,,2016,"1,282.30"
,,2017,"1,363.10"
,,2018,"1,373.40"
,,2019,"1,400.80"
,,2020,"1,060.20"
,,2021,"1,113.70"
,,2022,"1,339.40"
,,2023,"1,380.80"
,Information and cultural industries  [51],2013,"1,185.40"
,,2014,"1,173.60"
,,2015,"1,230.40"
,,2016,"1,281.40"
,,2017,"1,261.30"
,,2018,"1,326.40"
,,2019,"1,395.90"
,,2020,"1,312.60"
,,2021,"1,426.70"
,,2022,"1,502.90"
,,2023,"1,566.80"
,Finance and insurance  [52],2013,"1,992.70"
,,2014,"1,969.50"
,,2015,"2,029.50"
,,2016,"2,119.80"
,,2017,"2,229.80"
,,2018,"2,270.80"
,,2019,"2,334.40"
,,2020,"2,369.00"
,,2021,"2,592.50"
,,2022,"2,631.20"
,,2023,"2,703.10"
,Real estate and rental and leasing  [53],2013,"5,774.20"
,,2014,"5,817.50"
,,2015,"5,937.70"
,,2016,"6,098.00"
,,2017,"6,337.50"
,,2018,"6,514.60"
,,2019,"6,615.30"
,,2020,"6,715.60"
,,2021,"6,817.10"
,,2022,"7,214.80"
,,2023,"7,426.60"
,"Professional, scientific and technical services  [54]",2013,"1,501.20"
,,2014,"1,574.70"
,,2015,"1,665.20"
,,2016,"1,675.80"
,,2017,"1,732.00"
,,2018,"1,796.10"
,,2019,"1,897.10"
,,2020,"1,866.00"
,,2021,"2,034.10"
,,2022,"2,320.00"
,,2023,"2,406.20"
,Management of companies and enterprises  [55],2013,142.2
,,2014,129.3
,,2015,127
,,2016,104.3
,,2017,101.5
,,2018,83
,,2019,66.8
,,2020,49
,,2021,30
,,2022,21.5
,,2023,15
,"Administrative and support, waste management and remediation services  [56]",2013,832.4
,,2014,847.2
,,2015,846.7
,,2016,832
,,2017,843.5
,,2018,880.7
,,2019,883.8
,,2020,759.2
,,2021,820.1
,,2022,873
,,2023,887.7
,Educational services  [61],2013,"2,630.80"
,,2014,"2,662.70"
,,2015,"2,666.70"
,,2016,"2,669.40"
,,2017,"2,682.20"
,,2018,"2,787.80"
,,2019,"2,823.70"
,,2020,"2,779.80"
,,2021,"2,936.00"
,,2022,"2,956.00"
,,2023,"3,073.30"
,Health care and social assistance  [62],2013,"3,969.70"
,,2014,"4,110.50"
,,2015,"4,140.40"
,,2016,"4,177.30"
,,2017,"4,177.40"
,,2018,"4,342.50"
,,2019,"4,442.70"
,,2020,"4,404.80"
,,2021,"4,540.30"
,,2022,"4,725.90"
,,2023,"4,948.70"
,"Arts, entertainment and recreation  [71]",2013,199.3
,,2014,199.6
,,2015,203.9
,,2016,212.5
,,2017,218.2
,,2018,227.7
,,2019,226.1
,,2020,154.1
,,2021,189.9
,,2022,228.9
,,2023,253.3
,Accommodation and food services  [72],2013,921.6
,,2014,954.4
,,2015,963.3
,,2016,"1,052.60"
,,2017,"1,081.10"
,,2018,"1,069.20"
,,2019,"1,095.90"
,,2020,689.9
,,2021,870.1
,,2022,"1,115.10"
,,2023,"1,171.00"
,Other services (except public administration)  [81],2013,789.3
,,2014,790.7
,,2015,778.1
,,2016,771.9
,,2017,794
,,2018,816
,,2019,828.2
,,2020,731
,,2021,802.5
,,2022,889
,,2023,916.5
,Public administration  [91],2013,"4,990.10"
,,2014,"4,919.50"
,,2015,"4,974.10"
,,2016,"4,949.80"
,,2017,"4,937.90"
,,2018,"5,097.30"
,,2019,"5,246.50"
,,2020,"5,143.30"
,,2021,"5,460.70"
,,2022,"5,458.30"
,,2023,"5,601.00"
New Brunswick,All industries  [T001] 5,2013,"31,091.60"
,,2014,"31,113.80"
,,2015,"31,404.50"
,,2016,"31,692.30"
,,2017,"32,456.60"
,,2018,"32,916.70"
,,2019,"33,364.00"
,,2020,"32,192.40"
,,2021,"33,951.90"
,,2022,"34,661.60"
,,2023,"35,408.50"
,"Agriculture, forestry, fishing and hunting  [11]",2013,"1,143.00"
,,2014,"1,174.80"
,,2015,"1,214.10"
,,2016,"1,207.10"
,,2017,"1,249.80"
,,2018,"1,122.20"
,,2019,"1,297.20"
,,2020,"1,172.30"
,,2021,"1,293.40"
,,2022,"1,190.10"
,,2023,"1,159.00"
,"Mining, quarrying, and oil and gas extraction  [21]",2013,444.9
,,2014,345.7
,,2015,369
,,2016,310.9
,,2017,321.5
,,2018,287.7
,,2019,265.2
,,2020,243.7
,,2021,262.7
,,2022,274.2
,,2023,215.5
,Utilities  [22],2013,964.8
,,2014,"1,032.10"
,,2015,991.9
,,2016,960.2
,,2017,"1,012.70"
,,2018,"1,030.40"
,,2019,"1,149.20"
,,2020,"1,158.40"
,,2021,"1,272.00"
,,2022,"1,271.60"
,,2023,"1,526.50"
,Construction  [23],2013,"1,927.90"
,,2014,"1,912.90"
,,2015,"1,958.50"
,,2016,"1,999.80"
,,2017,"2,225.10"
,,2018,"2,357.60"
,,2019,"2,113.20"
,,2020,"2,199.90"
,,2021,"2,296.10"
,,2022,"2,608.30"
,,2023,"2,566.10"
,Manufacturing  [31-33],2013,"2,942.70"
,,2014,"2,937.80"
,,2015,"2,989.90"
,,2016,"2,957.90"
,,2017,"3,074.90"
,,2018,"3,074.10"
,,2019,"3,163.40"
,,2020,"3,035.70"
,,2021,"3,246.50"
,,2022,"3,115.90"
,,2023,"3,053.80"
,Wholesale trade  [41],2013,"1,196.10"
,,2014,"1,114.00"
,,2015,"1,072.90"
,,2016,"1,050.40"
,,2017,"1,050.20"
,,2018,"1,066.50"
,,2019,"1,138.50"
,,2020,"1,121.90"
,,2021,"1,174.90"
,,2022,"1,179.30"
,,2023,"1,131.60"
,Retail trade  [44-45],2013,"1,837.60"
,,2014,"1,915.60"
,,2015,"1,949.90"
,,2016,"1,942.80"
,,2017,"2,045.90"
,,2018,"2,085.50"
,,2019,"2,144.20"
,,2020,"2,107.90"
,,2021,"2,245.90"
,,2022,"2,272.10"
,,2023,"2,368.30"
,Transportation and warehousing  [48-49],2013,"1,484.70"
,,2014,"1,498.20"
,,2015,"1,571.70"
,,2016,"1,643.30"
,,2017,"1,713.00"
,,2018,"1,624.10"
,,2019,"1,593.60"
,,2020,"1,435.50"
,,2021,"1,415.70"
,,2022,"1,448.70"
,,2023,"1,481.10"
,Information and cultural industries  [51],2013,904.7
,,2014,921.8
,,2015,908.5
,,2016,920.5
,,2017,922.4
,,2018,992.9
,,2019,"1,057.90"
,,2020,"1,051.00"
,,2021,"1,104.00"
,,2022,"1,109.20"
,,2023,"1,177.00"
,Finance and insurance  [52],2013,"1,612.10"
,,2014,"1,648.50"
,,2015,"1,692.70"
,,2016,"1,736.60"
,,2017,"1,858.50"
,,2018,"1,889.10"
,,2019,"1,908.80"
,,2020,"1,940.70"
,,2021,"2,061.70"
,,2022,"2,046.40"
,,2023,"2,145.70"
,Real estate and rental and leasing  [53],2013,"3,787.60"
,,2014,"3,812.10"
,,2015,"3,885.80"
,,2016,"3,950.80"
,,2017,"4,026.00"
,,2018,"4,128.00"
,,2019,"4,175.90"
,,2020,"4,202.10"
,,2021,"4,225.60"
,,2022,"4,411.60"
,,2023,"4,535.40"
,"Professional, scientific and technical services  [54]",2013,"1,043.30"
,,2014,"1,025.30"
,,2015,"1,040.90"
,,2016,"1,075.30"
,,2017,"1,084.00"
,,2018,"1,137.00"
,,2019,"1,162.60"
,,2020,"1,117.00"
,,2021,"1,281.60"
,,2022,"1,408.00"
,,2023,"1,479.10"
,Management of companies and enterprises  [55],2013,142.2
,,2014,129.8
,,2015,122
,,2016,101.4
,,2017,99.3
,,2018,95.3
,,2019,77.6
,,2020,59.7
,,2021,42.3
,,2022,27.7
,,2023,19.4
,"Administrative and support, waste management and remediation services  [56]",2013,"1,296.00"
,,2014,"1,320.80"
,,2015,"1,339.00"
,,2016,"1,302.80"
,,2017,"1,244.00"
,,2018,"1,242.90"
,,2019,"1,180.70"
,,2020,"1,031.90"
,,2021,"1,114.70"
,,2022,802.8
,,2023,813.9
,Educational services  [61],2013,"1,985.70"
,,2014,"2,009.50"
,,2015,"1,938.80"
,,2016,"2,038.80"
,,2017,"1,977.90"
,,2018,"2,018.10"
,,2019,"2,049.70"
,,2020,"1,996.90"
,,2021,"2,110.80"
,,2022,"2,176.40"
,,2023,"2,238.50"
,Health care and social assistance  [62],2013,"3,131.60"
,,2014,"3,101.30"
,,2015,"3,129.20"
,,2016,"3,226.80"
,,2017,"3,228.10"
,,2018,"3,302.60"
,,2019,"3,360.90"
,,2020,"3,300.30"
,,2021,"3,455.60"
,,2022,"3,788.60"
,,2023,"3,869.30"
,"Arts, entertainment and recreation  [71]",2013,191
,,2014,181
,,2015,156.4
,,2016,155.5
,,2017,162.3
,,2018,165.9
,,2019,178.2
,,2020,126.4
,,2021,150.3
,,2022,161.5
,,2023,170.1
,Accommodation and food services  [72],2013,669.3
,,2014,696.9
,,2015,741.4
,,2016,768.1
,,2017,759.7
,,2018,762
,,2019,774
,,2020,511.4
,,2021,610.4
,,2022,752.3
,,2023,799.9
,Other services (except public administration)  [81],2013,633.4
,,2014,632.2
,,2015,613.6
,,2016,593.7
,,2017,607.6
,,2018,636.1
,,2019,636.8
,,2020,574.2
,,2021,619.8
,,2022,655.6
,,2023,679
,Public administration  [91],2013,"3,743.00"
,,2014,"3,698.40"
,,2015,"3,715.90"
,,2016,"3,753.30"
,,2017,"3,793.70"
,,2018,"3,905.60"
,,2019,"3,957.70"
,,2020,"3,840.00"
,,2021,"4,021.30"
,,2022,"4,056.30"
,,2023,"4,148.30"
Quebec,All industries  [T001] 5,2013,"359,780.00"
,,2014,"365,536.80"
,,2015,"369,475.50"
,,2016,"375,559.40"
,,2017,"386,407.80"
,,2018,"398,499.00"
,,2019,"410,377.20"
,,2020,"390,700.50"
,,2021,"418,733.80"
,,2022,"437,136.80"
,,2023,"440,090.80"
,"Agriculture, forestry, fishing and hunting  [11]",2013,"6,527.10"
,,2014,"6,594.00"
,,2015,"6,628.40"
,,2016,"6,664.40"
,,2017,"6,700.40"
,,2018,"6,571.10"
,,2019,"6,700.20"
,,2020,"6,302.40"
,,2021,"6,171.70"
,,2022,"6,411.80"
,,2023,"6,160.60"
,"Mining, quarrying, and oil and gas extraction  [21]",2013,"3,982.60"
,,2014,"4,525.60"
,,2015,"4,931.00"
,,2016,"5,034.60"
,,2017,"5,460.20"
,,2018,"5,770.90"
,,2019,"5,682.70"
,,2020,"5,493.90"
,,2021,"5,792.30"
,,2022,"5,866.30"
,,2023,"6,209.50"
,Utilities  [22],2013,"12,389.70"
,,2014,"12,671.10"
,,2015,"12,769.00"
,,2016,"12,875.80"
,,2017,"12,987.50"
,,2018,"13,232.30"
,,2019,"13,325.10"
,,2020,"12,943.00"
,,2021,"13,359.50"
,,2022,"14,026.40"
,,2023,"12,984.40"
,Construction  [23],2013,"25,461.80"
,,2014,"24,546.60"
,,2015,"24,658.20"
,,2016,"24,413.30"
,,2017,"25,953.00"
,,2018,"27,229.10"
,,2019,"28,314.20"
,,2020,"28,157.60"
,,2021,"30,715.50"
,,2022,"30,462.20"
,,2023,"29,657.60"
,Manufacturing  [31-33],2013,"49,897.60"
,,2014,"51,622.60"
,,2015,"52,266.30"
,,2016,"51,806.40"
,,2017,"53,547.60"
,,2018,"54,967.90"
,,2019,"55,725.90"
,,2020,"50,818.50"
,,2021,"54,433.20"
,,2022,"56,175.30"
,,2023,"55,695.50"
,Wholesale trade  [41],2013,"19,844.80"
,,2014,"20,588.20"
,,2015,"20,346.00"
,,2016,"20,577.60"
,,2017,"21,090.70"
,,2018,"21,778.50"
,,2019,"23,030.10"
,,2020,"23,220.40"
,,2021,"24,881.20"
,,2022,"24,570.00"
,,2023,"23,713.70"
,Retail trade  [44-45],2013,"20,994.70"
,,2014,"20,835.60"
,,2015,"21,054.20"
,,2016,"22,036.70"
,,2017,"22,350.40"
,,2018,"23,111.70"
,,2019,"23,426.20"
,,2020,"22,810.70"
,,2021,"24,693.80"
,,2022,"25,234.60"
,,2023,"26,083.30"
,Transportation and warehousing  [48-49],2013,"14,869.40"
,,2014,"15,451.00"
,,2015,"15,720.30"
,,2016,"16,607.90"
,,2017,"17,262.40"
,,2018,"17,652.00"
,,2019,"18,211.80"
,,2020,"13,494.80"
,,2021,"14,224.60"
,,2022,"17,081.90"
,,2023,"18,033.80"
,Information and cultural industries  [51],2013,"10,426.50"
,,2014,"10,164.80"
,,2015,"10,678.30"
,,2016,"10,760.10"
,,2017,"11,199.70"
,,2018,"11,502.70"
,,2019,"12,159.40"
,,2020,"12,222.70"
,,2021,"12,476.70"
,,2022,"13,454.90"
,,2023,"13,976.40"
,Finance and insurance  [52],2013,"19,540.50"
,,2014,"19,778.10"
,,2015,"20,538.30"
,,2016,"21,573.20"
,,2017,"23,015.00"
,,2018,"23,913.30"
,,2019,"24,657.70"
,,2020,"25,447.00"
,,2021,"27,568.70"
,,2022,"28,248.70"
,,2023,"28,670.70"
,Real estate and rental and leasing  [53],2013,"39,471.10"
,,2014,"40,217.90"
,,2015,"41,403.30"
,,2016,"42,142.40"
,,2017,"43,192.40"
,,2018,"44,541.80"
,,2019,"45,580.10"
,,2020,"46,141.30"
,,2021,"47,896.50"
,,2022,"48,757.20"
,,2023,"49,229.00"
,"Professional, scientific and technical services  [54]",2013,"21,403.60"
,,2014,"22,127.40"
,,2015,"21,486.70"
,,2016,"22,651.40"
,,2017,"23,370.20"
,,2018,"24,753.00"
,,2019,"26,170.50"
,,2020,"26,618.50"
,,2021,"30,219.30"
,,2022,"32,743.70"
,,2023,"33,978.30"
,Management of companies and enterprises  [55],2013,"2,489.50"
,,2014,"2,334.70"
,,2015,"2,185.70"
,,2016,"1,910.10"
,,2017,"1,823.30"
,,2018,"1,462.70"
,,2019,"1,194.20"
,,2020,839.7
,,2021,562.8
,,2022,378.8
,,2023,265.1
,"Administrative and support, waste management and remediation services  [56]",2013,"10,858.50"
,,2014,"10,981.90"
,,2015,"11,028.20"
,,2016,"10,966.40"
,,2017,"11,106.50"
,,2018,"11,295.20"
,,2019,"11,523.70"
,,2020,"9,569.50"
,,2021,"10,770.20"
,,2022,"11,519.70"
,,2023,"11,793.80"
,Educational services  [61],2013,"22,110.50"
,,2014,"22,604.60"
,,2015,"22,912.60"
,,2016,"23,154.80"
,,2017,"23,682.70"
,,2018,"24,574.70"
,,2019,"25,400.30"
,,2020,"23,952.00"
,,2021,"25,866.40"
,,2022,"26,628.90"
,,2023,"26,423.20"
,Health care and social assistance  [62],2013,"31,528.60"
,,2014,"32,075.50"
,,2015,"32,085.90"
,,2016,"32,957.60"
,,2017,"33,178.20"
,,2018,"34,325.20"
,,2019,"35,751.70"
,,2020,"35,947.00"
,,2021,"38,912.50"
,,2022,"41,467.70"
,,2023,"41,207.00"
,"Arts, entertainment and recreation  [71]",2013,"3,045.80"
,,2014,"3,062.90"
,,2015,"3,007.60"
,,2016,"3,129.70"
,,2017,"3,145.60"
,,2018,"3,216.10"
,,2019,"3,404.30"
,,2020,"2,005.70"
,,2021,"2,540.40"
,,2022,"3,305.30"
,,2023,"3,582.90"
,Accommodation and food services  [72],2013,"7,911.60"
,,2014,"8,149.50"
,,2015,"8,585.20"
,,2016,"8,617.60"
,,2017,"8,810.90"
,,2018,"8,997.90"
,,2019,"9,267.40"
